tweet_id,label,content,tree_size
730939370765754368,unverified,ca grand dragon endorses hillary clinton on behalf of the kkk. #trump2016 URL URL,258
723365789378584578,unverified,"landmarks around world turn purple, in honor of #prince. #princerip #purplerain URL",231
674244561519161344,false,"""you're increasingly compared to hitler. does that bother you?"" trump: ""no."" URL",209
553535829017370625,true,#breaking - at least five hostages in paris kosher supermarket: (afp) URL #vincennes URL,184
731093044460683264,unverified,target ceo responds to nationwide boycott of the store over transgender bathroom policy URL URL,127
693086218276474880,non-rumor,"oh, i'm so ready to watch @zaynmalik's #pillowtalk on mtv tonight at 8:15p. URL URL",877
692150118921957376,non-rumor,jeb bush campaign kicks off 3-state farewell tour with iowa town hall meeting URL URL,316
656830586577883136,false,happy #backtothefuture day! how did 'back to the future: part ii' score on 2015 predictions? URL URL,326
553543369604210689,true,an 11-month old baby is among the hostages at the kosher supermarket in paris. unbearably sad. URL,133
767814876433571840,non-rumor,"rudy giuliani rips @hillaryclinton for dragging colin powell into email scandal: ""she lies every day."" URL",889
649985459389661184,true,an openly gay man said that he and his partner met with pope francis a day before kim davis did URL,299
553531413459660800,true,update - afp says gunman who has taken a hostage at kosher supermarket in paris believed to be suspect in killing of policewoman on thursday,307
693840291992838147,non-rumor,isis claims responsibility for triple bombing that killed at least 45 people and injured more than 100 near damascus. URL,702
663925546812837888,false,"solo cups have been red for decades. if starbucks was taking a shot at christmas, solo shot first.",305
614604054552018944,true,the @whitehouse is rainbow-colored tonight in celebration of scotus same-sex marriage ruling. URL URL,1267
637382230394822656,false,ben carson: what happened to blacks during slavery is why i am pro-life on abortion today URL URL,94
661222523275636736,false,"anonymous to kkk: you can hood, but you can't hide. #opkkk #hoodsoff URL",90
714531423273746432,unverified,an open letter to @realdonaldtrump from his top strategist-turned-defector: URL URL,192
675043569367982081,false,‘el chapo’ threatens #isis: ‘my men will destroy you’ - URL URL,695
544314234541469696,true,uber intros surge pricing in downtown sydney during hostage siege URL URL,262
651809229842608128,unverified,avoid 5p bag charge using these from @trolleybagsuk enter here to #win a set with @star100x URL URL,163
693140340367187969,non-rumor,chiefs te travis kelce will have his own reality tv dating show: URL URL,389
553534838880608256,true,#breaking gunman in policewoman killing suspected in new paris hostage-taking: source,201
633961125126668288,false,a new cnn/orc poll finds @hillaryclinton ahead of @realdonaldtrump by just 6 points URL URL,394
544512108885725184,true,paramedics are currently carrying out a number of hostages in #martinpl. #sydneysiege #9news,152
552805488631758849,true,"at least 12 killed in today's attack on satirical magazine #charliehebdo in paris, official says. URL",1045
645711628046995462,false,latest starving 'refugees' from #syria . these guys look like friggin soldiers to me! URL,152
614608936491188225,true,white house lit in rainbow colors after gay marriage ruling URL URL,976
693858804279201794,non-rumor,"poor women in india are fighting for the right to have a job. ""when you start working, your heart opens up."" URL",365
674014933235859456,false,"dearborn michigan, this morning. pro isis rally. spread the word, the fit is about to hit the shan here in the us. URL",236
690042063958732800,non-rumor,#ausopen: british number one andy murray beats australia's sam groth 6-0 6-4 6-1 scores: URL URL,335
693041285087756288,non-rumor,saliha is one of the first women ever to stand for election in saudi arabia: watch her story URL URL,269
620971220301787136,false,while @cnn is talking about #irandeal nasa confirms earth will experience 15 days of darkness in november 2015 URL,158
656880145769197568,false,10 'back to the future' predictions that came true URL URL,113
674263945172119552,true,1.15 million americans have been killed by guns since john lennon's death URL URL,1972
612646796355960832,false,"after arrest, dylann roof was hungry. police bought him food from burger king. more details: URL URL",2206
544511199702822913,true,police move in: police confirm live ammunition used in martin place #sydneysiege,106
650952376954650629,unverified,pathetic little twat can’t wait to argue over 5p bag charge URL URL,96
693441093048766464,non-rumor,icymi: joseph pena squatted 875 pounds. he's 17 years old ... URL,750
553107921081749504,true,"two shot in paris, including traffic cop, as manhunt continues for #charliehebdo suspects URL URL",105
666190716448587776,false,warning syrian refugees hv arrived in neworlean &they r here 2stay ur funds r being well invested in one-way tickets URL,162
681199637387149313,non-rumor,sacha baron cohen and his wife donate $1 million to syrian refugees URL URL,595
632377165477191680,true,trayvon martin at space camp in florida. #blacklivesmatter URL,2810
652992524504600576,false,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim.",90
763738618573623297,unverified,hillary clinton strategist bob beckel called for wikileaks editor julian assange to be assassinated: i do not... URL,158
672927317191229440,false,this is the face of female jihadist #tashfeenmalik could pass for a widow or orphan😤#norefugees #islamistheproblem URL,302
757367391202471937,unverified,"""laziness is a trait in blacks,"" 1991 book quotes trump as saying: URL URL",240
688819658057740290,non-rumor,us trying to locate americans missing in baghdad after al-arabiya reports they may have been kidnapped by militias URL,454
692845716826300418,non-rumor,"today, the @deptofdefense took steps to expand paid leave for military moms and dads → URL URL",324
756282236375277568,unverified,"""laziness is a trait in blacks,"" 1991 book quotes trump as saying: URL URL",117
692748411481780224,non-rumor,"man held at disneyland paris carrying ""low-calibre"" guns & copy of koran - police sources URL URL",1270
675193315306905600,false,el chapo vs isis: mexican cartel boss threatens islamic state over drug trade URL URL,145
674364257799004160,false,adolf hitler vs donald trump URL,2198
716461257025581056,unverified,.@berniesanders is pulling magic tricks out of a hat in nevada. we just officially won! URL,581
662430295254175744,false,#opkkk releases 500+ names and reveals unexpected #plottwist URL URL,343
544512676643500033,true,breaking @skybusiness: freed hostage borne high from #sydneysiege w/c.4 paramedic teams on the scene URL ( carsonscottli,146
638050997340893184,false,"in celebrity death hoax news, james earl jones is not dead. URL URL",430
692890520960397312,non-rumor,"the terps do it again! no. 8 maryland knocks off no. 3 iowa 74-68, has beaten 5 of its last 7 top-5 opponents. URL",692
544324444773433348,true,"uber says it has hiked prices in sydney to ""encourage more drivers to come online & pick up passengers."" URL #sydneysiege",169
745236050407194624,unverified,the big one: 'large scale motion' detected along san andreas fault URL URL,97
673079581520318464,false,do these look like the faces of a homeless couple caught living in a walmart attic for 2 years? URL,785
691995324752252930,non-rumor,"""the dave i know is polite, modest, and content. jumbotron dave is crass and loud."" URL URL",242
673984270902427650,false,donald trump and adolf hitler. two sides of the same coin. #racism #fascism URL,119
524975705206304769,true,#nhl cancels tonight's game between #ottawa and #toronto due to today's shootings. senators were to host maple leafs.,374
618805892222468096,false,jay z and beyoncé want to buy rights to the confederate flag: URL URL,170
693086478667112448,non-rumor,"the people have spoken: there is now a petition for @snoopdogg to narrate ""planet earth"" URL URL",953
614595181845839873,true,the white house is lit up rainbow. URL,2165
654371696195993600,false,colorado mcdonald’s offers first marijuana friendly smoking section in restaurant - URL,215
665358434351509504,false,"breaking: 1st load of 10,000 syrian refugees arrived in new orleans URL #makeamericagreatagain URL",151
755439197125767169,unverified,ohio police say an officer was served a sandwich containing glass shards at a restaurant. URL,422
666633171325353989,false,"the myth of zouheir, a ""hero muslim security guard"" in paris URL (via @bbctrending) URL",233
729647367457230850,unverified,leading causes of death in the u.s.: 1. heart disease 2. cancer 3. medical error URL URL,173
726442550266044416,unverified,"because target believes men can pee with girls, their stock has taken a huge hit. good. keep boycotting target. URL",136
666070802924617728,false,jindal demands info about refugees entering new orleans... URL,408
544512664769396736,true,"breaking: police enter #lindt cafe, hostages flee URL #sydneysiege URL",247
692106491365605376,non-rumor,apple announces most profitable quarter in u.s. history—and the end of unprecedented growth URL URL,450
727966590084485120,unverified,.@caitlyn_jenner will reportedly pose nude for sports illustrated URL URL,294
691789524498845699,non-rumor,president obama announces ban on solitary confinement for juveniles in federal prisons - washington post URL,296
767803368081358848,non-rumor,"fbi uncovers nearly 15,000 more emails and materials sent to or from hillary clinton. URL URL",1227
667379734343471104,false,donald trump is the new adolf hitler URL,166
715671763808493569,unverified,☆☆craigslist ad allegedly posted by bernie supporters offered $15 to protest at trump's rally in wisconsin. trump already creating jobs!,130
653250169752977408,false,".@hillaryclinton is ahead of @berniesanders by 19 percentage points, in a new cbs news poll released sunday. URL",180
656361703664451585,unverified,well done scotland! 5p carrier bag charge 1 yr old today - 80% cut in usage - 650m less bags -£6.7m for good causes. URL,295
643103859729166337,false,unreal: watch what happens when desperate muslim refugees are offered red cross food URL URL,595
714560810266132480,unverified,"letter to trump voters from his top strategist-turned-defector - i don’t know if this is real, but it’s believable. URL",253
658065957823324160,false,"the father of steve jobs, the ground-breaking founder of apple, was a refugee from syria URL URL",154
693534670428971008,non-rumor,"up to 100 masked men, dressed in black, involved in ""migrant attack"" in stockholm URL URL",292
722885778448121857,unverified,"a new transgender bathroom policy at @target is real, and it's fabulous: URL URL",128
614599619310407680,true,white house is aglow in the colors of the rainbow celebrating the supreme court's same-sex marriage decision. URL,438
706933939953344514,unverified,bernie sanders speaking about institutional racism 👏🏽🙌🏽 URL,98
691285663522648065,non-rumor,"investigations into nearly 60 allegations of unlawful killing against uk soldiers in iraq are dropped, mod says URL",878
661229627734667264,false,mayors flatly deny klan membership after #anonymous releases names online URL #opkkk #hoodsoff URL,292
714755546285477888,unverified,donald spunktrumpet's former communications director stephanie cegielski has resigned and written this - URL,120
672102358516670465,non-rumor,"holy christ, #samuraijack is returning to television! URL URL",891
673686233936072704,false,72 dhs employees on the terror watch list: URL h/t @penguinsfan62,442
618192748735299584,false,"the kissing islands, greenland! URL",291
715264793737879553,unverified,donald trump supports abortion ban and 'punishment' for women URL,142
614594667225571328,true,breaking: the @whitehouse is celebrating with us tonight lit up in rainbow colors. #lovewins URL,342
693935557009801218,non-rumor,iran's supreme leader awards medals to troops who 'captured' u.s. sailors URL URL,400
644229386149888001,false,"greek customs captured containers of weapons and ammunition going to refugee camps in europe as ""plastic furniture"" URL",134
763428684850094080,unverified,breaking video : hillary surrogate calls for the assassination of julian assange. URL,119
671181758692507648,false,desperate ted cruz claims planned parenthood shooter was transgender leftis; based on rumor he read URL,133
692078399012130816,non-rumor,woman a leading authority on what shouldn’t be in poor people’s grocery carts URL URL,631
752875379765968897,unverified,"ted cruz is apparently riding with the president on air force one en route to dallas. man, barack obama is a saint.",268
626642648179159040,false,this is how people in china are riding escalators after a horrific accident URL URL,369
742114513726623744,unverified,a tweet from @realdonaldtrump about the #orlando shooting: URL URL,156
716457799392342018,unverified,"bernie sanders has actually won nevada, not hillary clinton! the people have spoken! URL URL",166
778625026144792577,unverified,massachusetts court finds that it’s ‘reasonable’ for black men to run from police to avoid racial profiling… URL,135
614610920782888960,true,there will be cool photos of the white house w rainbow colors tonight but hard to top this one by chuck kennedy. URL,2838
715254040289021952,unverified,donald trump tells chris matthews: women deserve ‘some form of punishment’ for abortion URL URL,121
673872171341447169,false,72 dhs employees on terrorist watch list URL via @kredo0 URL,127
693167683701968896,non-rumor,women in america still earn only $0.79 for every $1 men make. it's time for #equalpay → URL URL,918
724624672604610562,unverified,people are over here boycotting @target over their new transgender bathroom policy and i'm just like URL,95
655432919595548672,unverified,thousands of people in china claim they have seen a 'floating city' in the sky URL,171
692014905239666688,non-rumor,danish lawmakers approve bill allowing seizure of asylum seekers' valuables to help cover expenses. URL,395
544520042810200064,true,"#sydneysiege is over. 2 confirmed dead, #prayforsydney #prayforsydneyhostages #sydney #hostages",103
692803280238419971,non-rumor,usgs: sonic boom confirmed in new jersey area after reports of shaking; cause not immediately known URL,367
664000310856310784,false,"mysterious creature discovered in california, everyone naturally cries alien: URL URL",371
742571519105077248,unverified,considering the #orlando shooter was a registered democrat i'd like to just put these back here: URL,114
767541796410839040,non-rumor,powell breaks silence: clintons trying to 'pin' scandal on me! URL,1289
641972184412327937,true,alert! islam taught in tennessee schools URL #wakeupamerica #tcot #wethepeople #pjnet #ccot URL,260
651321040119963648,false,el chapo puts $100 million bounty on donald trump...dead or alive! URL,211
662151653462790144,false,hackers from anonymous say they're set to expose hundreds of kkk members URL #opkkk URL,365
693844030589902848,non-rumor,.@dylanobrien learned the hard way to not mess with @shelleyhennig: URL URL,286
676067381299576832,false,72 dhs employees on terrorist watch list - washington free beacon URL,334
544491151118860289,true,"sydney hostage-taker - man monis, 49 - originally from iran - self-styled sheikh - accused of sexually assaulting 7 women developing..",114
544515538383564801,true,"haron monis,hostage-taker in #sydney: fled #iran 96,suspect in ex-wife killing,46 sex assaults URL URL",192
673615400655970304,false,shock: 72 'homeland security' employees on terrorist watch list... URL,637
653432261203750912,unverified,why drunk vegetarians eat meat URL via @thedailybeast,126
641443248909754368,false,kim davis angers 'eye of the tiger' creator after using song at prison release URL,200
614601139422633984,true,white house lit in rainbow colors following us supreme court ruling that same-sex couples have right to marry. URL,680
524931324763992064,true,very reliable source on parliament hill tells me the assailant has been killed. #cdnpoli #ottnews,164
707786906189303808,unverified,meet kenny the tiger. he was born with down syndrome. he's proof you don't have to be perfect to be beautiful ❤️ URL,1774
656047932093763584,false,"cnn/orc poll: clinton did best in 1st dem debate, but only sanders significantly increased support in past month. URL",236
723025600810766336,non-rumor,#ripchyna: the wwe icon has passed away at the age of 45. URL URL,699
656595123590012928,false,10 'back to the future' predictions that actually came true URL URL,214
615346611955183616,false,breaking: south carolina to ban sale of tylenol. they fear picking of cotton from the bottles may represent slavery. URL,176
763524712853102596,unverified,hillary clinton strategist bob beckel called for wikileaks editor julian assange to be assassinated. #dncleaks URL,256
663817239896821760,false,for everyone who thinks starbucks red cups are ruining christmas URL URL,1271
659462980476637184,false,fda confiscates several thousand chickens from kfc farms as mutations worsen URL URL,805
669259395902152704,false,"months ago, rupert murdoch bought national geographic and fired most of writers. this just hit the stands. URL",1633
620367840902782976,false,translucent butterfly - beautiful! ' URL,122
733242244522725376,unverified,"🎯 #target backlash over transgender bathroom policy hits ""boiling♨️point""❗️ URL #boycotttarget URL",155
544301453717041152,true,breaking update: gunman says four devices are located around sydney. security response underway. police calling for calm. 9news,314
628045645010608128,false,"sylvester stallone was so broke before his script for rocky was accepted that he sold his dog for $25. after he bought it back for $15,000.",97
672169954016403456,false,"pres. obama on #sanbernardino: ""we have a pattern now of mass shootings in this country that has no parallel."" URL",1113
693076140278153217,non-rumor,"michael phelps' gold medals and speedo crashed asu's ""curtain of distraction"" last night. you read that right. URL",661
674314254732931072,false,".@presssec: @realdonaldtrump comment ""disqualifies"" him from presidency URL via @talkopan URL",246
714555825122107392,unverified,an open letter to trump voters from his top strategist-turned-defector URL @juddapatow @andylassner @bettemidler,145
611039775856812032,false,what's lurking underneath that crispy crust? a kfc customer claims he got a fried rat: URL URL,596
778681502825451520,unverified,black men have legitimate reason to run from police – #massachusetts supreme court URL URL,131
525068915068923904,true,***exclusive*** michael zahaf-bibeau caught on a #dashcam model sold at URL #ottawashooting URL,98
740791134146965504,unverified,dear @hillaryclinton you're not the 1st woman presidential candidate. victoria woodhull is. look @realdonaldtrump URL,264
544504183341064192,true,"escaped #sydneysiege hostage, elly chen, a top student and skilled sportswoman URL URL",160
553476490315431937,true,police convoy and helicopters are rushing to scene to detain charlie hebdo massacre suspects URL URL,112
761573188543229952,non-rumor,good news: our businesses have added 15 million jobs over the past 77 months → URL URL,1636
673696115305406466,false,72 dhs employees on terrorist watch list URL,375
651825062174195712,false,ben carson is the most brainless brain surgeon in america. my new column: URL,345
633949800761700352,false,cnn/orc poll: donald trump now competitive in general election URL via @jennagiesta URL,195
761999790892806144,non-rumor,“our team boasts the most women who have ever competed for any nation at any olympic games.” —@potus on @teamusa: URL,678
553587013409325058,true,#breaking charlie hebdo gunmen's hostage freed and safe after police assault,2761
544513524438155264,true,"sydney siege: police enter cafe as hostages flee the scene, gunfire heard, reports of an injured person – live URL",103
672539897899577344,false,mass shootings list. reagan - 11 bush sr - 12 clinton - 23 bush jr - 16 obama - 162 #sanbernadino,233
693691456222052352,non-rumor,"red alert! drake just dropped a new single called, ""summer sixteen"" from his new album. URL URL",580
693648684857323521,non-rumor,spoiler alert: leo and kate were ridiculously cute together at the 2016 #sagawards. URL URL,470
655812191233417216,unverified,when refusing to pay the 5p bag charge backfires URL 😂🙈,392
672219174463275008,false,"pres. obama on #sanbernardino: ""we have a pattern now of mass shootings in this country."" URL URL",321
614628865353351168,true,the white house takes on rainbow hues in celebrating #scotusmarriage decision: URL URL,397
727854332188577792,unverified,perhaps media should ask hillary about this clinton campaign made payments to hard drive destruction company URL,373
544358564484378624,true,police: negotiators are now in contact with armed hostage-taker in sydney situation; motive remains unknown - URL,108
742012307694223361,unverified,#orlando oh look the muslim shooter was also a democrat! URL,280
707332312724283392,unverified,"obama to skip nancy reagan's funeral for music, film festival in austin, tx URL via @waynedupreeshow",188
755447443009916929,unverified,police shut down restaurant after officer cuts mouth on shards of glass found in sandwich URL URL,130
693555965019492352,non-rumor,denver medical center on lockdown; 9 at hospitals after deadly incident at denver coliseum URL URL,723
705092738224525312,unverified,"breaking news: search ""how can i move to canada"" skyrocketed following #supertuesday URL",216
724661834419048448,unverified,"hey guys, target isn't backing down check the usa today article about the boycott URL",129
757190314880884736,unverified,"donald trump: ""...laziness is a trait in blacks. it really is, i believe that. it’s not anything they can control.” URL",144
544278985249550337,true,geoblock lifted on #abcnews24. streaming coverage of the martin place siege in sydney here URL,301
544367462012432384,true,"more: police confirm 3 hostages escape sydney cafe, unknown number remain inside URL #sydneysiege",101
775672628493357057,unverified,clinton hides failing health? full disclosure now: covert doctors and nurses URL via @mailonline #maga @realdonaldtrump,584
692797856386777089,non-rumor,an adorable young fan asked riley curry to be his valentine ... and steph responded: URL URL,512
614645853291155457,true,"as sun goes down, white house lights up rainbow colors to celebrate scotus ruling: URL URL",176
682916727282270208,non-rumor,erdoğan cites hitler's germany as example of effective government URL,258
725983128444129280,unverified,starve the beasts destroying our #civilsociety #target stock ➡️ sinks $1.5 billion URL URL,332
766808183696351233,unverified,"""laziness is a trait in blacks""-trump, according to former president of trump plaza hotel and casino @vitico46 URL",284
552791196247269378,true,"breaking: at least 10 killed in shooting at french satirical newspaper charlie hebdo, paris prosecutor's office says. URL",246
524943490887991296,true,"confirmed | 1 shooter shot dead at parliament hill, but there is more than 1 suspect. #cbcott #ottnews",807
667534186450825216,false,steve jobs' biological father was a syrian immigrant.,114
687643002240679936,non-rumor,"three men found guilty of involvement in ""largest burglary in english legal history"" at hatton garden URL",277
723511860516016128,unverified,all in purple: memorials and landmarks across the globe honor #prince after his death. URL URL,146
677099574855639044,false,plumber suing car dealership for $1m after truck he traded in ends up in hands of isis: URL URL,126
544391533240516608,true,five hostages have escaped the besieged lindt cafe in #sydney | our latest update: URL URL,119
656825206045020160,false,"#backtothefuture fans, it's october 21, 2015 — the future is finally here! URL URL",289
525025279803424768,true,the soldier shot dead in wednesday's ottawa attacks has been named as cpl. nathan cirillo of #hamont #ottawashooting URL,116
693119705469587456,non-rumor,nasa astronaut @stationcdrkelly captures a beautiful sunrise from aboard the international space station. URL,342
666051332504207360,false,jindal protests sending of syrian refugees to new orleans URL URL,137
692929779696275456,non-rumor,ohio lawmakers want to know why state’s epa didn’t tell public about lead leaking into water supply of sebring. URL,295
650975967146602496,unverified,uk • you're right to be nervous about the 5p plastic bag charge. when they implemented this in california the streets ran red with blood.,223
553544694765215745,true,french police publishes photos of suspect in yesterday's montrouge shooting. maybe the same persons in kosher market URL,170
674080899055546368,false,a vote for donald trump is a vote for adolf hitler.,125
626770498328895488,false,translucent butterfly - beautiful! ' URL,210
657007736467525632,false,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim.",232
614626710248534016,true,"""these colors celebrate a new chapter in the history of american civil rights."" #lovewins URL URL",201
751536167183613952,unverified,#urgent so-called 'purge' planned tonight in baton rouge 1200am - 0500am. #bluelivesmatter - heres the flash >> URL,281
693771953648373760,non-rumor,"in china, 77% of jobs are threatened by automation URL URL",383
649903655160815616,true,vatican says #kimdavis' meeting w/ #popefrancis 'should not be considered a form of support.' URL URL,423
692082861525078017,non-rumor,tony the tiger has no more cummies left to give URL URL,436
614054616154550273,false,charleston church shooter dylann roof receives $4 million in donations from supporters - URL URL,2599
674301960787505153,false,donald trump has been disqualified for running for president URL,118
658755852199927808,unverified,"test finds human dna in hot dogs, meat in vegetarian products URL URL",102
748543642323783681,unverified,"obama cuts military pay third year in a row, while pushing $15 min. wage for burger flippers URL URL",550
614494170590367744,true,theres' a double rainbow over the white house URL,896
661870323034431489,false,holy shit. rupert murdoch just killed national geographic. URL,487
637873886072320001,false,sanders closes to 7 points behind clinton in new iowa poll. URL URL,197
732004388181434368,unverified,target’s new transgender policy raises all sorts of questions. URL,124
689938201193115648,non-rumor,".@potus on declaring a federal emergency in #flint, michigan to supplement state and local response efforts. URL",491
645362146415525888,false,"#bulgaria finds 10,000 #fake passports hidden by #muslim refugees heading for #germany passports for #terrorists URL",199
692758581494599681,non-rumor,french police hunting woman who was with an armed man arrested near disneyland paris. URL,245
672632863452299264,false,reagan (11 mass shootings) bush sr (12 mass shootings) clinton (23 mass shootings) bush jr (16 mass shootings) obama (162 mass shootings),285
727187859367546880,unverified,good news!: target stock plummets #lbgtq #bathroombill URL #tcot #pjnet #rednationrising URL,149
764931593303646208,unverified,"fox news host claims hillary clinton had seizure on camera, has 'secret' health issues URL URL",1087
525056576038518785,true,soldier killed in canada shooting was a young reservist with a six-year-old son URL URL,1048
672433211604013057,false,reagan (11 mass shootings) bush sr (12 mass shootings) clinton (23 mass shootings) bush jr (16 mass shootings) obama (162 mass shootings),2353
747275598347837440,unverified,newsflash⚡️the #orlando shooter was a muslim and a democrat✔️ not a republican or christian❌ #gaypride2016 URL,376
774833492865593344,unverified,"nurses save lives of all different races and colors, but @hillaryclinton thinks we belong in a #basketofdeplorables. URL",473
760928376668454912,unverified,"before hillary clinton, there was victoria woodhull, a pro-life feminist who ran and was nominated for president. URL",292
728013148788154368,unverified,report: caitlyn jenner will pose nude for sports illustrated URL URL,444
614618682543616000,true,white house shines rainbow-colored lights in honor of #scotus gay marriage decision #lovewins URL URL,377
693060960001597440,non-rumor,mark zuckerberg is now richer than the koch brothers 💰 URL URL,295
693826104633737217,non-rumor,"watch bernie sanders sing ""this land is your land"" with vampire weekend at iowa students rally URL",299
723644048867774464,unverified,niagara falls turned purple on the day prince died: URL URL,132
742050150307246080,unverified,shooter in orlando was: a. muslim b. registered democrat voter c. isis d. homophobic e. ready for hillary URL,171
675064077367005184,false,el chapo threatens isis URL URL,268
524926235030589440,true,breaking news: at least 3 shots fired at ottawa war memorial. one soldier confirmed shot - URL URL,123
749286768554438658,unverified,what's the no. 1 killer of americans? these rankings have changed little over the years URL URL,168
544380742076088320,true,"this is shot that captures the #sydneysiege: sheer terror/relief of escaped hostages, incredible work of @nswpolice URL",428
614605997953404929,true,white house lit in rainbow colors after high court's gay marriage ruling (with photo) URL,403
629503919098429440,false,chick-fil-a to open on sundays URL,105
692623941131722752,non-rumor,3-legged dog expected to survive after getting shot while scaring off armed robbers. URL URL,701
626546123713474560,false,this is how people in china are riding escalators after a horrific accident URL URL,321
672906198434209792,false,farook family attorney says brothers in the family never saw tashfeen malik's face because she always wore a burka. URL,192
673615263040798726,false,72 dhs employees on terrorist watch list URL,193
647169573599449088,false,new cnn democratic poll: bernie sanders 46 hillary clinton 30 joe biden 14 martin o'malley 2,268
641050980985999360,false,"happy ""$15 minimum wage"" labor day from mcdonalds URL",134
727179214546456577,unverified,target's stock has taken a $2.5 billion hit over its insistence on insulting regular customers URL,252
666107476526432256,false,muslim security guard stopped bomber from entering the stadium during #parisattacks URL #zouheir URL,132
620916279608651776,false,nasa confirms earth will experience 15 days of complete darkness in november 2015 - URL URL,397
673664899571060736,false,72 dhs employees on terrorist watch list URL via @kredo0 URL,107
544271284796784640,true,"developing: gunman takes hostages in sydney cafe, 'isis' flags being held against window - URL URL",158
692071267189395457,non-rumor,here's why @potus is taking steps to ban solitary confinement for low-level infractions: URL URL,449
651486105628463105,unverified,black people can be so stubborn to change.... #5pbagcharge URL,1983
675065047710892033,false,"mexican drug kingpin 'el chapo' reportedly threatens to destroy isis ""p*ssies."" URL URL",100
668144671772778497,false,"according to anonymous, the next isis target is a wwe event in atlanta. URL URL",125
604625816992002049,false,"the kissing islands, greenland. URL",271
682996350909157376,non-rumor,turkey's president says all he wants is same powers as hitler URL URL,1456
688752927381581824,non-rumor,"""today’s progress...these things are a reminder of what we can achieve when we lead with strength and wisdom."" —@potus on progress with iran",317
