tweet_id,label,content,tree_size
693806234026188801,non-rumor,teenage girl 'made up' migrant rape claim that caused uproar in germany URL,521
692082337333534720,non-rumor,.@potus's reforms to solitary confinement will expand treatment for the mentally ill: URL URL,277
551117430345711616,false,news saudi arabia's national airline planning to introduce gender segregation on flights URL URL,182
407161635439013888,true,"paul walker dies, millions cried. millions died of human hunger, no one simply gives a fk.",104
561280944045576192,false,islamic tribunal in texas operating under sharia law♨️wtf is this😡@lodisilverado @amymek #tcot URL URL,151
723365789378584578,unverified,"landmarks around world turn purple, in honor of #prince. #princerip #purplerain URL",231
532106726539939841,false,vladimir putin’s motorcade as seen from the air. URL URL,500
689719109785907200,non-rumor,death toll from #bachakhanuniattack rises to at least 19; army official says firing has stopped as campus searched URL,537
561952533942661120,false,islamic tribunal in texas operating under sharia law♨️wtf is this😡@lodisilverado @amymek #tcot URL URL,185
550038665653542913,false,the president of argentina adopted a jewish teenager to stop him from becoming a werewolf URL URL,126
519348106836860929,true,"hp confirmed that it's splitting into two companies. and cutting 5,000 jobs. URL $hp URL",175
387007120689737729,false,"by all means, let's turn over healthcare decision making to people willing to shut down the amber alert website out of spite.",256
525327108520673281,unverified,video: hero sergeant-at-arms kevin vickers returns to parliament - and an incredible welcome URL URL,106
450341615979069440,false,"""@dangerburgundy: @joerogan what...successful clone of dinosaurs URL "" holy shit, is that real?",202
387281927427727360,false,never thought i’d see the day when obama would play politics with kids. URL #pjnet URL,432
553503184174710784,unverified,#charliehebdo shooting suspects tell police they 'prepared to die as martyrs' - french media URL URL,171
524312881823637504,true,google south american goliath birdeater. helllll noooooo✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋,340
510906049549705216,true,breaking news: isis beheads a british hostage david haines in message to america's partners. URL,207
550131732805328896,unverified,"transgender teen leaves heartbreaking suicide note on tumblr begging us to ""fix society"" URL #leelahalcorn",101
693122199536934912,non-rumor,"forty percent of germans want angela merkel to resign over her refugee policy, poll shows: URL URL",361
524185876931162112,true,puppy-sized spider surprises scientist in rainforest @livescience | URL URL,653
532284428542681088,false,"no, vladimir putin did not travel in a phallic motorcade formation URL URL",349
545271117355958272,true,a texas plumbing company's truck somehow ended up in syria's civil war URL URL,151
516545908813475841,unverified,"#hongkong’s protesters are using the “hands up, don’t shoot” gesture from #ferguson URL URL",309
407254590363426816,true,"fast and furious 7 ""delayed"" but ""won't be scrapped"" following paul walker's death: report URL",577
524941504796962816,true,"breaking news photo gallery: parliament hill attacked, soldier shot at national war memorial URL URL",386
549927969032916993,unverified,"a transgender 17-year old left a suicide note on tumblr pleading: ""fix society"" URL URL",107
692046121250586624,non-rumor,wind and solar could power most of the u.s. by 2030 without raising electricity prices URL URL,383
689650617464311813,non-rumor,leonardo dicaprio is giving away $15 million to environmental causes: URL URL,270
435998882250899456,false,"what if talking angela is actually boris laursen he be like ""i just stole all your personal information what are you going to do about it""",401
544523550519218176,unverified,meet barak hussein obama's appointment for our next assistant director of homeland security: fatima noor URL,229
714531423273746432,unverified,an open letter to @realdonaldtrump from his top strategist-turned-defector: URL URL,192
693595814401327104,non-rumor,make way for leonardo dicaprio. #sagawards ❤ URL,726
514451906211893248,true,oregon police officers step in and make delivery after pizza hut driver gets injured in a car crash: URL #odd,122
515519742355185664,true,vaughn foods co-worker who witnessed murder tells #news9 murder suspect alton nolen was shouting islamic phrases. fbi investigating,136
767710245779103744,non-rumor,"in a historic first, the international criminal court has classified destroying cultural artifacts as a war crime. URL",881
519929168864497664,false,“@complexmag: someone spray painted a penis on a $2.4 million bugatti veyron: URL URL ” legendary,527
651809229842608128,unverified,avoid 5p bag charge using these from @trolleybagsuk enter here to #win a set with @star100x URL URL,163
500377145349521411,unverified,to be clear: an unarmed teenager possibly stealing a box of cigars does not warrant being shot to death by the police. #ferguson,180
675434959939756032,non-rumor,'do you know me? do you know my heart?' muslims in new york share their experiences URL URL,380
489833932813516800,false,this is the surface-to-air missile ukraine says shot down malaysia airlines plane URL URL,1093
548672230134382592,false,bobby shmurda stabbed to death in jail by cell mate URL URL,231
665317131597291520,non-rumor,"breaking: police operation at bataclan concert venue over, two attackers killed: bfm tv URL",304
693711272014155776,non-rumor,zika fever: a newly emerging disease is threatening the americas URL URL,314
500327120770301952,unverified,how many white celebrities have been caught shoplifting and end up dead in streets? i'll wait. #ferguson,238
693821069879160832,non-rumor,"from @otlonespn: baylor faces accusations of ignoring sex assault claims against athletes, not supporting victims: URL",500
532281981795848192,false,manager bans teen slang from work including 'chill'. adds stop accusing people of having ebola URL URL,1610
767528171520524288,non-rumor,japanese prime minister shinzo abe at #rio2016 closing ceremony is all our super mario dreams. URL,554
496698590153416704,false,"""justin bieber ringtone saves russian fisherman from potentially fatal bear attack.""",594
690137637810761728,non-rumor,"uk home secretary theresa may says litvinenko's murder was ""blatant and unacceptable"" breach of international law URL",523
546028163134808064,unverified,interested in growing your follower base on twitter? set up a followers campaign today. URL URL,539
522815405451407360,unverified,"a passenger at an african airport? no, the man in a homemade hazmat suit is flying out of dulles, washington: #ebola URL",159
531531382611513344,unverified,breaking news: iraqi state tv confirms isis group leader al-baghdadi wounded in airstrike - URL URL,121
376874273601630208,false,"once again, jk rowling is not working on an eighth harry potter book. i expect this rumour originated from either the quibbler or trelawney.",2414
500319675797209088,unverified,"if we shot everyone in the street for stealing, imagine the carnage on wall st. #mikebrown #ferguson",129
517487705978966016,true,"d.a. to seek death in #moore, #oklahoma beheading case. #altonnolen #kellyfile URL",203
521770744855134208,unverified,"#isis barbarians are using chemical weapons , against kurds in #kobane #airdrop2kobane #كوباني @barackobama #un URL",146
553575232867672064,unverified,more: official: gunman holding at least five hostages in paris market has threatened to kill them if police approach: URL,320
501881262240694272,true,"please pray for steven sotloff, [another captive american] that #isis has threatened to behead. #tcot URL",477
525039784503541760,true,"cpl. nathan cirillo pictured on the left, minutes before he was shot at the war memorial today. #cbcott #ottnews URL",851
759653274605740032,non-rumor,poll: five percent of americans would vote harambe the dead ape for president URL URL,819
553169307824177152,false,banksy's response to the #charliehebdo attack isn't by banksy. but it is striking: URL URL,204
572002458647412736,false,now: 12-year-old conservative cj pearson defends giuliani's comments on obama and his facebook gets shut down! URL,230
530017051025604609,false,"breaking: huge explosion of an #oil pipeline belonging to @saudi_aramco near sudair, #saudiarabia. URL",142
693102023764492288,non-rumor,"uk mother tareena shakil, who took son to syria, guilty of joining so-called islamic state and encouraging terror URL",443
692707593991643136,non-rumor,breaking news: u.s. detects activity in north korea suggesting plans toward space launch,348
693934062445187072,non-rumor,"bernie sanders and donald trump continue to hold wide leads in new hampshire primary races, cnn/wmur poll finds. URL",352
571052823665704960,false,do you notice similar muslim radical terrorist hand gesture between obama & isis killer???? #tcot @carminezozzora URL,134
543436472842334209,unverified,obama appoints fatima noor to homeland security post!! the fox in the henhouse!! #ccot #tcot #pjnet URL,527
689529955294777344,non-rumor,colombian government and left-wing farc rebel movement agree ceasefire to end decades-long conflict URL,722
691299810553384960,non-rumor,fact: up to 129 million americans with pre-existing conditions can no longer be denied coverage. #acaworks URL,605
528237933661544448,true,"fanged deer pops up in afghanistan, 60 years after its last appearance URL URL",528
674713782778654721,non-rumor,#ceres captured by dawn spacecraft. check out those bright spots! video: URL URL,958
500377906305327104,unverified,"#ferguson pd charged #henrydavis w/ ""destruction of property"" for bleeding on their uniforms: URL URL",189
650952376954650629,unverified,pathetic little twat can’t wait to argue over 5p bag charge URL URL,96
407213757048160256,true,r.i.p paul walker.... he died doing what he loved... and that's going fast. URL,173
428366153149194240,false,#obamacare will soon require you to get an rfid chip implanted into your skin to monitor and track you.,541
570405783306944514,false,"jamie dornan leaving fifty shades of grey?! yeah, not so much: URL",155
522453569702989824,unverified,passenger wears personal protective equipment (ppe) for flight at dulles #ebola URL URL,180
580325090367315968,unverified,"flight #4u9525 initially climbed to 38,000 feet before before it started to descend and lost signal at 6,800 feet. URL",1138
689799953330368513,non-rumor,"gop strategist says trump supporters are ""childless single men who masturbate to anime"" URL URL",431
524930671220105216,true,developing news: soldier shot at war memorial. watch cbc nn for coverage. or follow online: URL URL,202
407197672702214144,true,"prayers to our friend, tyrese. his emotional message about paul walker got us choked up... URL",119
693490132440129536,non-rumor,"baseball players had ""fight club"" at texas high school, investigation finds: URL URL",346
366025766183514112,false,japanese government says fukushima nuclear plant is leaking 300 tons of radioactive water into the ocean every day URL,453
767300637012951040,non-rumor,"iraq executes 36 jihadists over 2014 massacre of up to 1,700 army recruits at camp speicher URL",656
686527768327274497,non-rumor,"rip david bowie. can we also rip the ""battle with cancer"" cliche? implies you've ""lost"" the battle, as if you didn't fight hard enough.",502
764158239089029120,non-rumor,young people have the power and potential to change the world. happy #youthday! URL URL,804
514098803347951616,true,breaking news: the 3 missing afghan soldiers have been found trying to cross into canada at the rainbow bridge in niagara falls. ny. nbc,128
522684367647559681,unverified,isis militants are beheading their own fighters URL URL,119
765631087867367426,non-rumor,good news: 185 businesses answered @potus's call to give americans with a criminal record a fair chance at a future. URL,864
489974591985840128,false,ukraine officials say malaysian jet was shot down by a buk missile system URL #mh17 URL,738
536105045545472000,true,"a letter from @lego_group in the 1970s, boxed in with the toys via @s8mb @hfdsp #gender #equality URL",464
509152237503778816,false,calm yourselves- durex has not come out with a pumpkin spice condom URL URL,225
407182466613792768,true,"fan of ""fast & furious"" actor paul walker shocked by his death as memorial grows URL URL",229
687632433483759616,non-rumor,#oscarnoms: nominations for best picture URL URL,744
407181813174788096,true,paul walker's co-stars take to twitter to share their condolences following his death URL #rippaulwalker #teampw,149
536962520477470720,true,that powerful letter from lego to parents from the 1970s? it's real URL URL,272
554655549896159233,false,just heart breaking. french police commissioner commits suicide after meeting charliehebdo bereaved. URL,192
436157173161144321,false,"""talking angela gets ur personal info"" ""he's a kidnapper"" ""he watches u through ur camera"" URL",331
550175324634619904,unverified,😔😔😔 “@buzzfeed: a transgender 17-year-old left a suicide note on tumblr pleading “fix society” URL ”,662
551120768164462592,true,"donna douglas, star of the beverly hillbillies, has passed away at 81 URL URL",130
524965786059026432,true,"breaking news: one soldier has died after ottawa shooting, suspect(s) still at large - URL",97
510908595144519680,true,david haines 'beheading': isis release video claiming to show execution of british hostage URL URL,206
568580363339091968,false,macklemore announced today that he has joined isis.,317
763738618573623297,unverified,hillary clinton strategist bob beckel called for wikileaks editor julian assange to be assassinated: i do not... URL,158
531498841158082562,unverified,isis confirms: leader al-baghdadi wounded in u.s. airstrike URL URL,653
757367391202471937,unverified,"""laziness is a trait in blacks,"" 1991 book quotes trump as saying: URL URL",240
692357775859564544,non-rumor,neurotic woman turns to neurotic friends for support URL URL,267
524928119955013632,true,"police say they have located car belonging to suspect in #ottawa shooting. uniformed soldier shot at war memorial, condition unknown.",332
500413818368184321,unverified,"remarkably, despite the military-style police presence in #ferguson, a known killer was able to skip town URL",126
554722567224049664,true,"saudi cleric proclaims snowman-building 'anti-islamic' (photos, video) URL URL",222
756282236375277568,unverified,"""laziness is a trait in blacks,"" 1991 book quotes trump as saying: URL URL",117
670380354822348801,non-rumor,they left syria in 2013 for a camp in jordan and arrived in detroit last week. their story URL URL,348
692134022839955456,non-rumor,man at salad bar has to say every item aloud as he adds it to salad URL URL,522
517051126466625536,true,"colleen hufford was a white woman, hardly worth a mention from pres. obama (unlike #ferguson) URL URL",607
553538058440941568,unverified,"more: france: shooting, hostage-taking at kosher market in paris; several reported wounded: URL",335
527308173112139776,true,matt taibbi has left first look media. sorry to see him go. a great talent and we wish him well. URL,159
524958128392376320,true,"ottawa police confirm that there were multiple suspects in the shooting, saying there were ""possibly 3"" shooters. URL",152
407217471473451008,true,"paul walker's death keeps getting more ironic... the driver, roger rodas, was a former racecar driver #rip URL",105
550003619303788545,unverified,"transgender teen pleads for us to ""fix society"" in tumblr suicide note: URL URL",812
407176055657484289,true,"the last photo of paul walker, taken just before the crash that killed him. rip URL",140
521727831307722753,false,someone spray painted a penis on a $2.4 mill bugatti URL,1444
516727880571572225,unverified,"hong kong's protesters are using the ""hands up, don't shoot"" gesture from ferguson URL URL",136
522321383716818944,true,texas health officials say 2nd person to test positive for ebola at dallas hospital did treat thomas eric duncan: URL,109
516423807394131968,unverified,"beautiful global solidarity in #hongkong where protesters are marching with ""hands up, don't shoot"" gesture #ferguson URL",336
693605375803813889,non-rumor,"""look at this stage, this is what we talk about when we talk about diversity. "" #sagawards URL",1251
551106923601219585,true,"goodbye elly may: 'beverly hillbillies' star donna douglas dead at 81, reports say. URL URL",567
489854703321509888,false,"'nine britons, 23 us citizens and 80 children' feared dead after #mh17 jet 'shot down' URL URL",231
716461257025581056,unverified,.@berniesanders is pulling magic tricks out of a hat in nevada. we just officially won! URL,581
553099685888790528,false,banksy account joins cartoonists support for #charliehebdo #jesuischarlie URL URL,398
407279190913069056,true,fast & furious franchise responds to paul walker's death: URL URL,141
693524179597955072,non-rumor,ben simmons could be 1st sec player since shaq to average a 20-10. t-minus 2 hours till he faces no. 1 ou on espn. URL,356
427846006600777729,true,marlboro man dies of smoking-related disease URL URL,158
524977992683237376,true,shooting investigation going on for more than 3 hours. much of downtown ottawa still in lockdown: URL #cbcott #ottnews,127
523535962962280448,false,"currently boycotting walmart & sam's on w. florissant they donated 10,000 to darren wilson!!!!!! cars are turning around! #fergusonoctober",132
351767344097398785,false,expect to see russian forces at us events to provide “security” - this is illegal under posse comitatus! URL,131
326137285450018817,false,a photo of black nurses saving the life of a kkk member. URL,729
745236050407194624,unverified,the big one: 'large scale motion' detected along san andreas fault URL URL,97
692581635594694658,non-rumor,icymi: mammoth bones from the ice age were unearthed at oregon state's football stadium. URL URL,735
455525437351800832,false,why is my grandpa tryin to tell me leonardo dicapro is gonna play martin luther king in a movie.. lol!,126
514512849876836352,false,don't put your iphone 6 in your pocket y'all URL URL,1377
687631811560763392,non-rumor,#oscarnoms: nominations for best actress in a leading role URL URL,676
767068504277344260,non-rumor,older brother of syrian boy in iconic image dies of injuries from airstrike on family home. URL URL,2424
519965814175567872,false,a vandal painted a brilliantly simple penis on a $2 million bugatti veyron ( URL ) URL,121
688096910217879554,non-rumor,".@potus's favorite movie of the year? hint: he loves saying ""science the heck out of this thing"" #youtubeasksobama URL",694
767355611277168642,non-rumor,"amid the chaos of winning gold, @neymarjr found a moment with his son. URL",681
532259028152246272,false,"chick-fil-a manager reportedly bans list of unprofessional words, internet erupts: URL URL",105
514109888138842113,true,"alaskan reporter says ""f*ck this,"" quits on live tv — her coworker's reaction is priceless: URL URL",167
729647367457230850,unverified,leading causes of death in the u.s.: 1. heart disease 2. cancer 3. medical error URL URL,173
726442550266044416,unverified,"because target believes men can pee with girls, their stock has taken a huge hit. good. keep boycotting target. URL",136
516345893139001346,unverified,hands up don't shoot is being used by tens of thousands as a form of protest in hong kong. powerful. URL,1421
553501357156876290,unverified,"#charliehebdo suspects ""prepared to die as martyrs"", they tell police after making contact - french media URL",690
690670464440504320,non-rumor,.@potus in the oval office on a snowy afternoon at the white house. URL,856
692816955837804544,non-rumor,"this doesn't help our score, @ianmckellen! are you team #batman or team #superman? let us know with '#empirebvs'. URL",343
538010064591028224,unverified,mother’s revenge: afghan woman 'kills 25 #taliban militants' after son shot dead URL URL,452
535282587325833216,unverified,"""fuck you"" in advance to writers, sites, late night show hosts, etc. who will makes jokes about michael phelps' girlfriend being intersex.",125
514098833253748736,true,"breaking: 3 missing afghan soldiers have been found trying to cross the border into canada, senior law enforcement source tells nbc news",202
552498516225179650,true,this dog was abandoned at a scottish railway station with a suitcase full of his belongings URL URL,424
727966590084485120,unverified,.@caitlyn_jenner will reportedly pose nude for sports illustrated URL URL,294
489798752438583297,false,malaysia airlines plane mh17 'shot down in ukraine near russian border' URL URL,265
514039286845698048,true,"alaskan reporter says ""f*ck this,"" quits on live tv — her coworker's reaction is priceless: URL URL",684
509464217549021184,true,"report: microsoft trying to buy mojang, creators of minecraft URL",187
489794696013967360,false,breaking: malaysian airlines passenger 'shot down' near russian border in ukraine URL URL,269
547509900130021377,false,peek behind the curtain of our save the americans video. URL,128
715671763808493569,unverified,☆☆craigslist ad allegedly posted by bernie supporters offered $15 to protest at trump's rally in wisconsin. trump already creating jobs!,130
693899062098137088,non-rumor,"officials say at least 86 people died in the latest attack by nigeria's homegrown islamic extremists, boko haram URL",443
553518472798683136,unverified,more: official: french terror suspects want to be martyrs; are holed up with hostage north of paris: URL,225
689922870689009664,non-rumor,"yes, trump really said, ""the whites don't get any nominations"" at the bet awards: URL URL",559
691632933170450435,non-rumor,unpopular police officer thinking about committing racially motivated offense for a little support URL,439
532197572698320896,true,sugarhill gang's big bank hank dies -- dead at 57 from cancer URL,176
504478567062056962,false,"report: toronto, seattle, quebec city to join vegas in 2017 nhl expansion: URL",216
516856061182345216,false,leicester kfc refusing hand wipes to a customer because they anti islamic. what's next? a separate door for woman? sharia sauce? @kfc arses.,144
656361703664451585,unverified,well done scotland! 5p carrier bag charge 1 yr old today - 80% cut in usage - 650m less bags -£6.7m for good causes. URL,295
539254751343681536,false,@jjauthor @fingersflying @peddoc63 @chucknellis @waynebogda what happens to witnesses! URL URL,124
714560810266132480,unverified,"letter to trump voters from his top strategist-turned-defector - i don’t know if this is real, but it’s believable. URL",253
501785003144273921,false,nbc: arrest records show #ferguson cops jailed twice as many people last night as they originally claimed. URL,365
689833530197671936,non-rumor,it's official. 2015 was officially the hottest year ever. and 2016 will be even hotter URL URL,302
489902412900343809,false,update: rebel leader in recorded call: we just shot down a plane (english subtitles) URL #mh17 URL,1138
491200302365040640,false,who shot down the plane? where are the black boxes? 8 unanswered questions from #mh17: URL URL,299
534205316620382208,true,disease spread by bugs that bite your face as you sleep is found in the us URL URL,177
526459255147491328,false,judd nelson didn't die last night. he sent us this photo to debunk the rumor. URL URL,368
691976624665919488,non-rumor,a rare white giraffe has been spotted in tanzania... perhaps the only one in the world. URL URL,312
552457656666185728,true,this dog was abandoned at a scottish railway station with a suitcase full of his belongings URL URL,354
722885778448121857,unverified,"a new transgender bathroom policy at @target is real, and it's fabulous: URL URL",128
525041127343550464,true,"this photo was taken by a tourist at the national war memorial, shortly before nathan cirillo was shot and killed. URL",110
706933939953344514,unverified,bernie sanders speaking about institutional racism 👏🏽🙌🏽 URL,98
503609826128044032,unverified,suspect in beheading of journalist james foley named as 24 y/o abdel-majed abdel bary. URL,181
544698560655400961,false,"the story of a 17-year-old stock whiz with a rumored net worth of $72 million made a splash, but quickly unraveled. URL",196
500290456845299714,unverified,here's the police report. somehow #ferguson cops valued a box of swishers at nearly $50. time to stop smokin i guess URL,484
714755546285477888,unverified,donald spunktrumpet's former communications director stephanie cegielski has resigned and written this - URL,120
532255606623989760,false,#dointoomuch rt @dahndahlas: @jemelehill a chick-fil-a manager banned slang at his location. URL URL,170
693118410444636161,non-rumor,"after 40-year ban, u.s. starts exporting crude oil URL URL",341
509077805296914432,false,#muslim arrested in #texas today with #isis flag on body armor URL,156
553164985460068352,unverified,the #charliehebdo attack suspects have reportedly fired shots while robbing a petrol station URL URL,188
534763214106820608,false,"the world is running out of chocolate, world’s largest chocolate manufacturer warns URL URL",119
407184707118309376,true,"remembering paul walker: fast and furious star was ""so happy"" hours before his tragic death URL",444
531543620856197121,unverified,"islamic state leader al-baghdadi wounded in airstrikes, iraqi officials say URL #isis URL",431
524961721744900097,true,"canadian soldier who was shot at #ottawa's war memorial is a reservist serving with the argyll and sutherland highlanders in #hamilton, ont.",738
531193369465470976,unverified,breaking: isis leader al-baghdadi “critically wounded” after coalition airstrikes near mosul URL URL,178
377519445578895360,false,ahh!! @jk_rowling has an encyclopedia in the works for #harrypotter!! & #pottermore is now open!! :d URL,146
693722259740069889,non-rumor,bbc reports that broadcaster sir terry wogan has died of cancer aged 77,616
763428684850094080,unverified,breaking video : hillary surrogate calls for the assassination of julian assange. URL,119
688757736310484994,non-rumor,"""this is a good day. once again, we’re seeing what’s possible with strong american diplomacy."" —@potus #irandeal URL",575
538408710084001793,true,a pregnant woman has lost her eye after being shot with bean bag by police in ferguson: URL URL,1468
752875379765968897,unverified,"ted cruz is apparently riding with the president on air force one en route to dallas. man, barack obama is a saint.",268
742114513726623744,unverified,a tweet from @realdonaldtrump about the #orlando shooting: URL URL,156
691064699853606913,non-rumor,nyc breaks record for snowiest day in its history URL #davidsnowie #blizzard2016 URL,428
716457799392342018,unverified,"bernie sanders has actually won nevada, not hillary clinton! the people have spoken! URL URL",166
499366666300846081,unverified,line of police cars with high beams on greets anyone trying to enter #ferguson. it's shut down. no media allowed. URL,134
778625026144792577,unverified,massachusetts court finds that it’s ‘reasonable’ for black men to run from police to avoid racial profiling… URL,135
538218607822770176,true,a pregnant woman lost her eye after getting shot with a police bean bag round while she was in her car in #ferguson: URL,180
715254040289021952,unverified,donald trump tells chris matthews: women deserve ‘some form of punishment’ for abortion URL URL,121
724624672604610562,unverified,people are over here boycotting @target over their new transgender bathroom policy and i'm just like URL,95
514081464171102208,false,a florida woman had surgery to give herself a third boob: URL URL,654
524930365400821761,true,1 shot at war memorial in canada's capital. URL,586
91728807081426944,false,"#psa please do not drink any pepsi soda, a worker from that company has put blood contaminated with aids inside the bottles!!! please rt!!",851
767668607803359234,non-rumor,our quote of the day is from american writer dorothy parker URL,898
655432919595548672,unverified,thousands of people in china claim they have seen a 'floating city' in the sky URL,171
536827853669941248,true,lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL,258
767823175480647681,non-rumor,"mike pence: ""when donald trump becomes president, we won't be pay ransom to terrorists or terror-sponsoring states."" URL",2109
742571519105077248,unverified,considering the #orlando shooter was a registered democrat i'd like to just put these back here: URL,114
693795905049329664,non-rumor,more than a million observations by amateur bird watchers helped collect data for this map URL URL,502
520630231531802624,false,#mexico: doubts grow over the fate of 43 missing students as more bodies found in a mass grave URL URL,178
535315394127728641,false,raven symone blasts bill cosby rape story URL URL,121
535148463609356288,unverified,this russian kid got zapped by a faulty electrical wire and now he's a real-life magneto URL URL,330
524699123971534848,true,we only have one thing to say about that giant goliath birdeater spider: URL URL,134
407197113286545409,true,paul walker's character name on fast and furious was brian. brian from family guy died in a car accident. coincidence? i think not,393
507263441359613953,true,#tesla reportedly selects nevada to build massive $5 billion battery plant URL via @foxcarreport URL,168
